Iteration	Time	Timesteps	MeanReward	StdReward	MaxReward	MinReward	PolicyLoss	ValueLoss	Entropy
240	1175.3985691070557	46407	-0.0878078754991293	0.057369076061414837	0.020679811015725136	-0.14117558300495148	0.10796593129634857	0.000617782527115196	1.4122929573059082
250	1231.0252113342285	49811	-0.07135125175118447	0.04155068831955962	-0.029126305133104324	-0.1308594048023224	-0.15261110663414001	0.00048558428534306586	1.4112077951431274
260	1285.9695358276367	52624	-0.17854828939307482	0.23754019294957007	0.0008648097282275558	-0.6424535512924194	-0.15630854666233063	0.0010330586228519678	1.413301706314087
270	1335.4582188129425	55343	-0.09020027667284011	0.029334036672579868	-0.051970720291137695	-0.13864009082317352	-0.16669204831123352	0.001359380898065865	1.4098632335662842
280	1388.953979253769	58000	-0.12564338371157646	0.13690062557772276	-0.03976714611053467	-0.3983137607574463	-0.19325952231884003	0.0009459186694584787	1.4134290218353271
290	1439.5413942337036	59744	-0.16303624212741852	0.2495714586192179	0.0468326210975647	-0.631680965423584	0.011600627563893795	0.0005815467447973788	1.4125176668167114
300	1491.8911108970642	61915	-0.051755166798830035	0.04817845339538293	-0.012984327971935272	-0.14508700370788574	-0.2490471452474594	0.0004572705365717411	1.4102783203125
310	1544.0223052501678	65404	-0.060337636573240164	0.0530223813247225	0.0015771279577165842	-0.14600537717342377	-0.49102458357810974	0.0006920160376466811	1.4098633527755737
320	1593.0575108528137	67392	-0.07699703685939312	0.08380203996918598	-0.022440463304519653	-0.24307166039943695	-0.09664440155029297	0.0009413967491127551	1.4087437391281128
330	1646.32288980484	69265	-0.16137267388403415	0.16519703859818075	0.02938719280064106	-0.44535064697265625	0.11556319147348404	0.00048635044367983937	1.410513162612915
340	1694.7910330295563	71179	-0.043938642181456086	0.035185473006944946	0.014537840150296688	-0.09273199737071991	-0.337925523519516	0.0003023621975444257	1.4121588468551636
350	1745.9333851337433	73840	-0.083453568816185	0.09073145789980583	0.06370985507965088	-0.2172238528728485	-0.12782660126686096	0.0002519566041883081	1.411056637763977
360	1793.7996599674225	75590	-0.13815399073064327	0.12414537352378113	-0.025289056822657585	-0.34781116247177124	-0.04585510119795799	0.0004118176584597677	1.407447099685669
370	1842.3564538955688	77902	-0.08554321527481079	0.023983828969337945	-0.0630362257361412	-0.12242139875888824	-0.28643521666526794	0.0017176750116050243	1.4063584804534912
380	1899.904455423355	81829	-0.1943688839673996	0.1544111814812982	-0.02939731627702713	-0.43545278906822205	-0.03171386197209358	0.0009035263792611659	1.412297010421753
390	1950.8489019870758	83050	-0.16708572581410408	0.16873982527871248	-0.026763062924146652	-0.4868004322052002	-0.13920839130878448	0.001640245085582137	1.4133306741714478
400	1998.1750407218933	84531	-0.11219916418194771	0.11964342852991061	0.014962876215577126	-0.30685195326805115	-0.1740574836730957	0.0012458311393857002	1.4075980186462402
410	2050.564994096756	86571	-0.0951522171497345	0.05296354460336501	-0.03180030733346939	-0.18902792036533356	-0.15062612295150757	0.0007435753359459341	1.4099985361099243
420	2100.523064851761	88321	-0.13893173197284342	0.17991628433196694	0.006987131666392088	-0.48724034428596497	-0.25009864568710327	0.0006934610428288579	1.4093220233917236
430	2150.376478433609	89340	-0.12971870377659797	0.10411388501128896	-0.03909631818532944	-0.3289352357387543	-0.26841649413108826	0.0007827821536920965	1.4115984439849854
440	2197.245272874832	90407	-0.0378945954144001	0.05037162127561574	0.052036043256521225	-0.10229294747114182	-0.12517014145851135	0.0011662776814773679	1.4138543605804443
450	2245.082743406296	92499	-0.06048395186662674	0.07126131276719516	0.027005519717931747	-0.18983815610408783	-0.017608536407351494	0.0003008094208780676	1.4112735986709595
460	2295.7189362049103	95723	-0.04227630533277989	0.016518228104611	-0.01630888320505619	-0.06628397107124329	-0.13275398313999176	0.0003497613361105323	1.411234736442566
470	2341.597310066223	96629	-0.18954264596104622	0.20973132233832814	0.041676752269268036	-0.5490506291389465	-0.13532167673110962	0.001625896547921002	1.4135463237762451
480	2398.985594511032	101561	-0.05686162514612079	0.07653264811548599	0.027934469282627106	-0.19564002752304077	-0.097449891269207	0.0007898714393377304	1.41286039352417
490	2450.448801755905	103420	-0.08901525586843491	0.09599631484894296	0.03771772235631943	-0.2581929564476013	-0.09805576503276825	0.00037363689625635743	1.4106873273849487
500	2499.6361861228943	106057	-0.0944879388436675	0.09076083608484832	-0.00810027215629816	-0.26565563678741455	0.19556207954883575	0.0013228259049355984	1.4118913412094116
510	2547.1209139823914	107567	-0.20033524334430694	0.14973640184595022	-0.026851773262023926	-0.41517069935798645	-0.30009329319000244	0.0005077688256278634	1.4115216732025146
520	2592.7134535312653	108519	-0.10356296673417091	0.08934736239415383	-0.03684205934405327	-0.27950018644332886	-0.21855847537517548	0.0011254961136728525	1.410194754600525
530	2644.769688844681	111385	-0.07056155018508434	0.06326791535732584	0.028871258720755577	-0.17013904452323914	-0.22423607110977173	0.0007183184497989714	1.4094786643981934
540	2694.004022359848	113046	-0.11875571440905333	0.1266472954375747	-0.01538021769374609	-0.35660070180892944	-0.24992813169956207	0.00047954116598702967	1.4132182598114014
550	2747.704120874405	115960	-0.28344159126281737	0.29253583320896914	-0.07673265784978867	-0.848775327205658	0.08536415547132492	0.000986207276582718	1.4135336875915527
560	2792.717609167099	117392	-0.11955423802137374	0.13926471473018517	-0.04120710864663124	-0.3975467383861542	-0.33213746547698975	0.0006633460288867354	1.4150489568710327
570	2841.451887845993	119034	-0.03335006907582283	0.07206649591876334	0.04935501143336296	-0.1297968477010727	0.19842331111431122	0.0010240955743938684	1.4141062498092651
580	2890.3794095516205	121119	-0.05964978719130158	0.061053536808660894	0.005570338573306799	-0.17277759313583374	-0.8381966352462769	0.001268822350539267	1.4117605686187744
590	2938.0437564849854	123352	-0.05635574460029602	0.02043299120264535	-0.035772353410720825	-0.09158161282539368	-0.1658439189195633	0.0001304561155848205	1.4129737615585327
600	2981.999275445938	124510	-0.07764776516705751	0.08386745859778813	-0.00642633531242609	-0.23602473735809326	-0.13311679661273956	0.0004081724036950618	1.4074759483337402
610	3035.186897277832	126782	-0.10648878160864114	0.10744786002358449	-0.012998067773878574	-0.30573979020118713	-0.9114248156547546	0.00011602807353483513	1.4141606092453003
620	3084.672491312027	128879	-0.0993786446750164	0.03674481608223268	-0.04244494065642357	-0.1474008709192276	0.3488301932811737	0.0007208343595266342	1.4127870798110962
630	3135.100729942322	131191	-0.0379064105451107	0.075643953727204	0.0332903228700161	-0.15232913196086884	-0.10472533851861954	0.0005080343107692897	1.4123815298080444
640	3183.642924308777	132963	-0.17410794189199805	0.12921506408490646	-0.0041402350179851055	-0.3648722171783447	-0.14462675154209137	0.0008797692717052996	1.4089734554290771
650	3234.943924665451	135205	-0.11439095288515091	0.07372782682470955	-0.04636602848768234	-0.2283492088317871	0.16170841455459595	0.001404770533554256	1.408028244972229
660	3284.79896068573	136276	-0.137491824477911	0.09799436089180967	-0.041550975292921066	-0.2617238163948059	-0.16907082498073578	0.0004102695966139436	1.4086830615997314
670	3337.185376882553	138899	-0.08160886988043785	0.05795601706893869	-0.013807961717247963	-0.17335672676563263	-0.31395426392555237	0.0005067965830676258	1.412257432937622
680	3384.7871718406677	141097	-0.15120792090892793	0.1204315392043402	-0.06761236488819122	-0.38701745867729187	-0.3120829463005066	0.0012586257653310895	1.4126698970794678
690	3439.858988761902	142921	-0.08513485640287399	0.051298348843558834	-0.019221067428588867	-0.1512003242969513	-0.08959228545427322	0.0055231195874512196	1.4136756658554077
700	3495.568589925766	146066	-0.1436086565256119	0.21766095154099777	0.03520798683166504	-0.5714434385299683	-0.10799801349639893	0.00031341268913820386	1.4147840738296509
710	3546.0905005931854	147923	-0.07499759441707284	0.07500467265495281	0.0010275327367708087	-0.21416109800338745	-0.5193739533424377	0.0015547254588454962	1.414244294166565
720	3599.6028718948364	150286	-0.12403627336025239	0.15114807769344965	0.08154913783073425	-0.3880678415298462	-0.13879013061523438	0.0013096127659082413	1.4133884906768799
730	3648.3218693733215	151914	-0.10933934543281794	0.14739706009043346	0.0018357140943408012	-0.40070629119873047	-0.10173153877258301	0.0001339643931714818	1.412258505821228
740	3694.4169249534607	153683	-0.07887551635503769	0.07505454102392363	0.053990885615348816	-0.1709507405757904	-0.08765897899866104	0.0008633130928501487	1.4120436906814575
750	3746.6576342582703	156255	-0.02293977215886116	0.056124982019069646	0.06307625770568848	-0.09525629878044128	-0.07720471918582916	0.002618057420477271	1.4132167100906372
760	3795.6825580596924	157606	-0.11603766307234764	0.1505803942929883	0.062121327966451645	-0.39486774802207947	-0.4388325810432434	0.0005444526323117316	1.4138648509979248
770	3848.481594324112	160001	-0.08539577536284923	0.08229915240314224	0.024737996980547905	-0.21259626746177673	-0.2418995350599289	0.00010709011985454708	1.414721131324768
780	3894.431883573532	161647	-0.06395439356565476	0.036306569557696976	-0.020705893635749817	-0.12009511888027191	-0.10667288303375244	0.0007187213632278144	1.4141281843185425
790	3942.9472227096558	163988	-0.12443998754024506	0.03739887255177461	-0.05935038626194	-0.16253288090229034	-0.05166097730398178	0.0008623862522654235	1.4128514528274536
800	3999.4270017147064	167816	-0.16699859127402306	0.1641837868743733	-0.025018371641635895	-0.48429059982299805	-0.7567605376243591	3.502057006699033e-05	1.4126315116882324
810	4048.995505332947	169776	-0.06261799335479737	0.08563913064669029	0.03670226037502289	-0.21831417083740234	-0.1041853055357933	0.002517799148336053	1.413899302482605
820	4102.187745809555	171950	-0.11897219195961953	0.15201578026148105	0.044011931866407394	-0.40543803572654724	-0.24373610317707062	0.002061104169115424	1.4144089221954346
830	4149.113209962845	173599	-0.08207849003374576	0.05775966468228345	-0.009528318420052528	-0.1540743112564087	-0.15392319858074188	0.000919713347684592	1.415511965751648
840	4199.29724407196	175169	-0.09486924558877945	0.04637521219114805	-0.0556584931910038	-0.18392200767993927	-0.09815099835395813	0.0005525277811102569	1.415576457977295
850	4245.708379268646	176653	-0.09615565538406372	0.05728161712203606	-0.041264984756708145	-0.17462071776390076	0.07380182296037674	0.0010511494474485517	1.4160248041152954
860	4292.130752325058	178422	-0.03505504820495844	0.04804423519349865	0.006811364553868771	-0.12910954654216766	-0.15062211453914642	0.0011333171278238297	1.4159082174301147
870	4342.241704463959	180282	-0.13060511723160745	0.10938540222432919	-0.028673186898231506	-0.3258763253688812	-0.03349601849913597	0.0006479446892626584	1.4159146547317505
880	4387.219821929932	182188	-0.12562892511487006	0.04433660686804929	-0.05305831506848335	-0.17422690987586975	0.0038137598894536495	0.0004178691015113145	1.4154889583587646
890	4439.257301330566	183191	-0.08012542128562927	0.03320151692639362	-0.033611930906772614	-0.11903131008148193	-0.8516491055488586	0.000801410002168268	1.4152755737304688
900	4486.55468583107	185189	-0.08418188355863095	0.09467843909763791	-0.013212338089942932	-0.2697615921497345	-0.15764982998371124	0.0025306346360594034	1.4153035879135132
910	4539.1243896484375	187831	-0.015756132453680037	0.047389790550205674	0.048985086381435394	-0.09252544492483139	-0.1523834466934204	0.0011166961630806327	1.4151864051818848
920	4592.2364773750305	190216	-0.20973849818110465	0.22792767142685888	-0.03349827602505684	-0.6540495157241821	-0.12799862027168274	0.0003942267212551087	1.4153785705566406
930	4640.975373029709	192252	-0.07101973854005336	0.05698156242936241	0.026211051270365715	-0.1433686912059784	-0.059426773339509964	0.0007586151477880776	1.415371298789978
940	4687.635989189148	193262	-0.07888685017824174	0.02994260986565898	-0.045851610600948334	-0.13481111824512482	-0.013980858959257603	0.004259366076439619	1.415442943572998
950	4738.2446808815	195693	-0.11544414311647415	0.11360296324149378	-0.02976839616894722	-0.3401190936565399	0.1424020528793335	0.0006639017956331372	1.4153612852096558
960	4789.899409770966	198714	-0.10444196909666062	0.12493721860676293	-0.025824543088674545	-0.3533133566379547	-0.11982016265392303	0.0006866480107419193	1.4154679775238037
970	4837.8887140750885	200405	-0.10375217986293137	0.09120414056513443	-0.0024464635644108057	-0.2630670666694641	-0.09279117733240128	0.0007745724869892001	1.415482521057129
980	4888.189029455185	202716	-0.057765090651810166	0.04657095301447089	-0.008716321550309658	-0.1449233591556549	-0.04996573179960251	0.0005524701555259526	1.4154716730117798
990	4943.150990962982	204810	-0.15845761820673943	0.15647090621642784	-0.012977857142686844	-0.4600454866886139	0.1968354880809784	0.001011502230539918	1.4154704809188843
1000	4990.561248064041	206050	-0.11068471390753984	0.17757337624563724	0.010279359295964241	-0.4613324999809265	0.025651097297668457	0.002709925640374422	1.4154703617095947
