Time	Iteration	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	timesteps	UpdateNorm	LearningRate	DeltaStd	DeltasUsed	NumWorkers	SuccessRate	Improvement
17.077274560928345	10	-0.0005052032435326837	0.06607190136871914	0.10733462561483975	-0.1337483367360619	62636	5.8122275572410835	0.03	0.03	16	32	0.55	0.0
31.781967401504517	20	0.10002182309211406	0.07805347849872817	0.268108459222276	-0.10170507011662266	128432	7.346156652273568	0.03	0.03	16	32	0.87	0.0
45.57252621650696	30	0.14967133315584058	0.0992496062057566	0.33747672867639267	-0.09409835133010347	188421	7.336652816185239	0.03	0.03	16	32	0.88	0.0
59.30052304267883	40	0.19741574660466646	0.08880010969841964	0.33415490068455256	-0.030285280237706047	247419	4.704735200818602	0.03	0.03	16	32	0.95	0.0
73.47020816802979	50	0.20508918971958878	0.08763794572337538	0.36049410144914873	-0.044504968582714355	309089	6.853870836137609	0.03	0.03	16	32	0.96	0.0
87.90053248405457	60	0.21912043924387206	0.09022950367927149	0.3495036182575859	-0.08806770597470859	373377	6.191103216726493	0.03	0.03	16	32	0.98	0.0
102.19456219673157	70	0.2553845642961028	0.09324409521808173	0.3818469554571493	-0.019906322429051215	438352	7.4119214922542085	0.03	0.03	16	32	0.99	0.0
116.6963951587677	80	0.2856811973772864	0.10231982727303349	0.4040064930522931	-0.009864985604508547	503775	5.304741164028621	0.03	0.03	16	32	0.99	0.0
131.12785863876343	90	0.27230937682588857	0.10373120615737512	0.39185290309251286	-0.007594966107717482	568168	6.641030767002544	0.03	0.03	16	32	0.98	-0.01337182055139785
145.54842495918274	100	0.2830627248665772	0.08422312385964226	0.3814116319808818	-0.035151861902704695	633102	5.51832710000312	0.03	0.03	16	32	0.99	-0.0026184725107092355
159.63714003562927	110	0.2660593922203088	0.09674023922938525	0.39085255397321816	-0.03749740731655038	696901	5.941992787810135	0.03	0.03	16	32	0.98	-0.019621805156977645
173.8348617553711	120	0.24236254936451795	0.10288010138264639	0.37678361183770903	-0.09861686407009529	761845	6.549665729218801	0.03	0.03	16	32	0.98	-0.04331864801276847
188.05473041534424	130	0.25154986460594964	0.09317579027573523	0.3624309255390017	-0.057216061282815645	827292	7.368214450555418	0.03	0.03	16	32	0.97	-0.034131332771336786
202.68937754631042	140	0.24975775310558362	0.09606366457948008	0.3648830501483644	-0.05596034863629029	893123	5.713826858734967	0.03	0.03	16	32	0.95	-0.0359234442717028
217.04240775108337	150	0.2668817813144889	0.07921483480689363	0.361793482748908	-0.03129286620878702	957648	5.424407127390436	0.03	0.03	16	32	0.99	-0.018799416062797503
231.37561655044556	160	0.2870603462797165	0.07614113238096065	0.3680583596797078	-0.06731270443560788	1023552	6.603885161252216	0.03	0.03	16	32	0.98	0.0
245.95026850700378	170	0.300346437482776	0.0697751617682655	0.3820638129109284	-0.0038654296226852125	1091390	4.980594738815435	0.03	0.03	16	32	0.99	0.0
260.1549000740051	180	0.2893635358275097	0.07436790758592017	0.38124804850303917	0.041518417674524244	1158202	7.246272491230977	0.03	0.03	16	32	1.0	-0.01098290165526633
274.256156206131	190	0.28960918810743586	0.07508498285165503	0.3889494826561304	-0.005256825921605923	1222970	7.812569224377626	0.03	0.03	16	32	0.99	-0.010737249375340152
288.42548179626465	200	0.2887083758447456	0.08016821670741041	0.4042545770689685	-0.03591363794294011	1288731	5.846519098574419	0.03	0.03	16	32	0.99	-0.011638061638030384
303.1800694465637	210	0.28682245906785453	0.06499953977159978	0.37862366848639795	-0.001333848487774958	1355495	7.161208082969698	0.03	0.03	16	32	0.99	-0.013523978414921478
317.9397795200348	220	0.29839261202601586	0.06006146662572946	0.383422687064467	0.06265782203809067	1423359	6.305755175334921	0.03	0.03	16	32	1.0	-0.00195382545676015
332.27976274490356	230	0.2771355432874132	0.060265911956949095	0.3779348825573834	0.10804867741899216	1490509	6.466545757984108	0.03	0.03	16	32	1.0	-0.02321089419536282
346.60966992378235	240	0.2991962968606873	0.07000028156668253	0.4027667566488162	0.053789661527844146	1558020	6.659110564347226	0.03	0.03	16	32	1.0	-0.00115014062208868
361.3923740386963	250	0.2997225713568599	0.06209514344687463	0.39692701770036365	0.047558014182186525	1626505	6.396759483495928	0.03	0.03	16	32	1.0	-0.0006238661259160838
376.27576088905334	260	0.2988535358518093	0.06712653430491147	0.3916003393878782	0.08145750777066496	1695072	5.951408483629654	0.03	0.03	16	32	1.0	-0.0014929016309667142
390.5622148513794	270	0.2845735584970443	0.06858398598040273	0.38775433949558646	0.07726848795391561	1761491	7.207584262846543	0.03	0.03	16	32	1.0	-0.01577287898573171
404.882759809494	280	0.29110980832571925	0.08332880204570318	0.3991195171511208	0.06300431831641617	1828544	6.496029489488074	0.03	0.03	16	32	1.0	-0.009236629157056753
419.9733769893646	290	0.2914079788043024	0.08193819912280592	0.40824423679305255	0.0420867752814047	1893665	6.911886622481752	0.03	0.03	16	32	1.0	-0.008938458678473593
434.31184220314026	300	0.2700459803094876	0.07833914249939608	0.3932973051469162	-0.04752922041052443	1958163	6.196773235249946	0.03	0.03	16	32	0.99	-0.030300457173288387
448.54213976860046	310	0.28340529920703494	0.06995381881554685	0.40138815713726217	0.08445086558594994	2023749	5.340905547560515	0.03	0.03	16	32	1.0	-0.016941138275741063
462.75032687187195	320	0.2858069640163553	0.07661595534023105	0.38641932889186137	-0.0005134034108777996	2089199	7.187671106634446	0.03	0.03	16	32	0.99	-0.014539473466420705
477.68154525756836	330	0.3000904818795132	0.069877954080077	0.3836255125061143	0.05071465592641289	2156365	6.9075042966565485	0.03	0.03	16	32	1.0	-0.000255955603262803
492.25220918655396	340	0.3083150385173511	0.05978907179889659	0.39337590789455135	0.08676621737004098	2225166	4.844415048470699	0.03	0.03	16	32	1.0	0.0
506.8283140659332	350	0.3072742488307197	0.06803502873670646	0.3997169699287042	0.04494416864235973	2293993	7.423850423372705	0.03	0.03	16	32	1.0	-0.0010407896866314048
521.451742887497	360	0.30144381687340344	0.057573676733768876	0.38868141672719503	0.10329518555226969	2362461	6.521878285656653	0.03	0.03	16	32	1.0	-0.006871221643947656
535.8053743839264	370	0.2807152830898694	0.061494333374229423	0.3678765500517329	0.07249565662277746	2430726	7.432917054415841	0.03	0.03	16	32	1.0	-0.027599755427481665
550.2010469436646	380	0.2933968182484682	0.06572742846270917	0.38209916181767767	0.04975824785287841	2499090	5.941545205392301	0.03	0.03	16	32	1.0	-0.014918220268882898
564.594390630722	390	0.30980303297947104	0.07090191073316755	0.3996908723129309	0.011376030949577398	2567687	6.2451002371356825	0.03	0.03	16	32	1.0	0.0
579.160242319107	400	0.29409749159120224	0.07871974874714661	0.3747407572400334	0.05146318381594028	2635213	6.078586484221509	0.03	0.03	16	32	1.0	-0.015705541388268796
593.9142971038818	410	0.3074462536852095	0.06822759685144623	0.37466409781654875	0.052735171586391516	2702536	5.673123986474064	0.03	0.03	16	32	1.0	-0.002356779294261535
608.3878631591797	420	0.2930133664216811	0.07409811869302173	0.3789707263567834	0.05932153458343237	2768656	6.606150167782522	0.03	0.03	16	32	1.0	-0.016789666557789962
622.5378608703613	430	0.29859566836573664	0.07920135013594971	0.39249531774657953	0.07198331721701834	2834943	5.384851329651017	0.03	0.03	16	32	1.0	-0.011207364613734394
636.8688406944275	440	0.3044812745147442	0.06207118445006346	0.38149892002820707	0.08104303070285823	2902037	6.160935106744474	0.03	0.03	16	32	1.0	-0.005321758464726822
651.0555555820465	450	0.3020635536841454	0.0738197598573237	0.38888228423456894	0.059020522709033685	2968016	5.888399565886798	0.03	0.03	16	32	1.0	-0.007739479295325646
665.3972508907318	460	0.29081573430213525	0.07484731545530442	0.4024328438690645	0.03318460965056147	3035381	7.378089371475143	0.03	0.03	16	32	1.0	-0.018987298677335784
680.2382791042328	470	0.284598698684156	0.08238296854618768	0.4010418347406812	-0.03081396919378676	3104221	5.842119510630278	0.03	0.03	16	32	0.98	-0.025204334295315045
694.6531195640564	480	0.27985528562171624	0.08648962136452258	0.39920701009396	0.05171790535132459	3171404	6.562680232519711	0.03	0.03	16	32	1.0	-0.029947747357754795
709.1565835475922	490	0.28772254283322746	0.08765018082586663	0.4171075972553808	0.009704790346290793	3238037	6.321425716778382	0.03	0.03	16	32	1.0	-0.02208049014624358
723.6839084625244	500	0.311664953240487	0.06475072883811474	0.4011269659822574	0.09586306405253708	3305917	5.677782749569747	0.03	0.03	16	32	1.0	0.0
