Time	Iteration	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	timesteps	UpdateNorm	LearningRate	DeltaStd	DeltasUsed	NumWorkers	SuccessRate	Improvement
15.661100387573242	10	0.009384001252150753	0.06038186723865743	0.15844822389999536	-0.15049408527920605	62106	7.2658920646280505	0.03	0.03	16	18	0.62	0.0
30.753885507583618	20	0.03779567044324338	0.05762623187361592	0.14688107308825238	-0.1434413503675387	129891	7.794225950408005	0.03	0.03	16	18	0.79	0.0
45.189706563949585	30	0.1115447650482676	0.07196821984130757	0.22547697853224236	-0.17780777014922933	197079	6.801734186365935	0.03	0.03	16	18	0.94	0.0
59.4277606010437	40	0.15034009368191772	0.06165366952109792	0.25032791517219266	-0.06572910390696052	263094	7.089266032073217	0.03	0.03	16	18	0.96	0.0
73.78278541564941	50	0.18246929209822282	0.057383100770253465	0.2761578200895656	-0.05976088356510445	330810	6.586538133114755	0.03	0.03	16	18	0.98	0.0
88.10619330406189	60	0.2403969908093228	0.0481094445446011	0.31631318324525637	0.016888659258256666	398861	6.598163795224449	0.03	0.03	16	18	1.0	0.0
102.82728934288025	70	0.24283169599005153	0.048729976969955596	0.33051696750771953	0.06619694367532247	468189	5.02264294794428	0.03	0.03	16	18	1.0	0.0
117.10658431053162	80	0.25947453818563987	0.04718580080163805	0.3443219854743802	0.0632667868800354	536476	7.289444114709049	0.03	0.03	16	18	1.0	0.0
131.29703211784363	90	0.24399921933623403	0.08371102947401751	0.32696363795730576	-0.031262264454198885	604739	6.043869097242049	0.03	0.03	16	18	0.98	-0.015475318849405839
145.7039716243744	100	0.24204392681181247	0.05217975967071032	0.3229933826078195	0.03188611013069931	673186	5.719104595269498	0.03	0.03	16	18	1.0	-0.017430611373827398
159.82600688934326	110	0.26340977069570515	0.07298557877828452	0.33667709103247034	-0.05752386993799519	742158	6.1812601508331015	0.03	0.03	16	18	0.99	0.0
174.22745656967163	120	0.283131931151374	0.03408823611833666	0.35489922832312004	0.14899132116079272	808592	6.7020634063428535	0.03	0.03	16	18	1.0	0.0
188.5206229686737	130	0.2942985755338319	0.03516734155339877	0.3551979821977511	0.16158479197383713	877618	7.0581451771267725	0.03	0.03	16	18	1.0	0.0
203.0757577419281	140	0.31669752232193304	0.038483158762314756	0.36459272730098746	0.08323053040658124	947032	7.466218678439531	0.03	0.03	16	18	1.0	0.0
217.38906335830688	150	0.32922131152468836	0.03508451594461818	0.38264027236641596	0.16960758374523266	1016377	5.137135628730601	0.03	0.03	16	18	1.0	0.0
231.9102704524994	160	0.35127571814075714	0.02479658132217428	0.393441011718096	0.25176903682745433	1086073	5.790774517572905	0.03	0.03	16	18	1.0	0.0
246.5854368209839	170	0.3599624379189103	0.02438982917424966	0.4054269402877253	0.19672360266486066	1155705	5.099663268922419	0.03	0.03	16	18	1.0	0.0
260.75795435905457	180	0.3564194693821088	0.03964482779375293	0.40073009494517464	0.08361462207676595	1225081	6.936946107305606	0.03	0.03	16	18	1.0	-0.0035429685368015273
275.31688594818115	190	0.3623456972377497	0.052762839784148696	0.41914243758219527	0.12003653628926259	1295168	6.784889485491288	0.03	0.03	16	18	1.0	0.0
289.58287525177	200	0.3648597611682458	0.027385338113075527	0.40536643594896304	0.27501309660237894	1364500	6.091339618495602	0.03	0.03	16	18	1.0	0.0
303.8677432537079	210	0.36405864269479904	0.02841217639278919	0.39983399314587587	0.2513732662609982	1434100	7.125765134018741	0.03	0.03	16	18	1.0	-0.0008011184734467713
318.01874804496765	220	0.36503259666888366	0.038539172321800076	0.4029406636436761	0.08179161778980415	1503144	6.589009886144848	0.03	0.03	16	18	1.0	0.0
332.3414967060089	230	0.37343517539852217	0.024576444620636705	0.4041173529185471	0.2233025232876571	1572400	6.758740094602162	0.03	0.03	16	18	1.0	0.0
346.6594684123993	240	0.36913728042082267	0.025792705117745895	0.4049140198294481	0.28652656335725624	1641985	5.556901321076948	0.03	0.03	16	18	1.0	-0.004297894977699501
360.8644812107086	250	0.36099655655998275	0.061348994020214584	0.4094472357282939	0.06185421347254305	1711678	6.896122690404011	0.03	0.03	16	18	1.0	-0.012438618838539417
375.43567538261414	260	0.3667776782494741	0.03866496823113522	0.4092910000272241	0.07379222871850288	1781201	5.691448403366374	0.03	0.03	16	18	1.0	-0.006657497149048064
389.9799437522888	270	0.37818129555539753	0.03364914878526742	0.4222525440654863	0.2501814627630665	1851261	6.762876002289243	0.03	0.03	16	18	1.0	0.0
404.21675729751587	280	0.37116314673101586	0.043996971110434956	0.4106880792951415	0.08838637265796478	1920950	6.656165169046197	0.03	0.03	16	18	1.0	-0.007018148824381676
418.49285864830017	290	0.37945505954676095	0.03725790255711062	0.4118890085774183	0.133700409107405	1990779	6.548616463898382	0.03	0.03	16	18	1.0	0.0
432.72716879844666	300	0.3860191006714604	0.028574571865023796	0.42012425125722075	0.2133663552995131	2060660	6.656436282587517	0.03	0.03	16	18	1.0	0.0
447.1775472164154	310	0.38347688904664046	0.025707499035047293	0.41579459188506007	0.2769945049440139	2130385	6.682108735007024	0.03	0.03	16	18	1.0	-0.0025422116248199345
461.5945188999176	320	0.3835513095409868	0.03589190868146674	0.4174445340249804	0.18136875138588948	2200314	6.382391783995005	0.03	0.03	16	18	1.0	-0.0024677911304735733
476.12308382987976	330	0.39771330535318006	0.02156809474218913	0.42311470019922126	0.3020152020549176	2270010	6.359231889255114	0.03	0.03	16	18	1.0	0.0
490.3543539047241	340	0.39088927059717316	0.027498080124143145	0.42048491700552404	0.25302178659443797	2340126	6.658152016684462	0.03	0.03	16	18	1.0	-0.006824034756006903
504.9697952270508	350	0.3865876040876855	0.025696171380485786	0.4200776378274895	0.23727730080531728	2410167	7.0341718301909415	0.03	0.03	16	18	1.0	-0.011125701265494559
519.2330124378204	360	0.38502367387097974	0.05944431460937124	0.42672569725255016	0.007565616144120213	2479775	6.955872640384609	0.03	0.03	16	18	1.0	-0.012689631482200314
533.5371282100677	370	0.3915922194323336	0.03078807888894793	0.42585446750854317	0.21535773923744728	2549746	6.654628450342817	0.03	0.03	16	18	1.0	-0.006121085920846481
547.8324172496796	380	0.3864559004370761	0.04782708501635313	0.42074660045364	0.13584360944878426	2619738	4.714145185188995	0.03	0.03	16	18	1.0	-0.011257404916103941
562.0057706832886	390	0.3847515208183273	0.03949243689846984	0.4182071096802247	0.17029159317348785	2688846	6.095272937738621	0.03	0.03	16	18	1.0	-0.01296178453485275
576.2355489730835	400	0.3823403254092989	0.05245051843043434	0.4149630315769173	0.03575770320821903	2756883	6.12275754828081	0.03	0.03	16	18	1.0	-0.015372979943881149
590.4203674793243	410	0.3920677561047558	0.040635658052247975	0.4204526723051458	0.1036844710506557	2826489	6.396481767139646	0.03	0.03	16	18	1.0	-0.005645549248424253
604.8041875362396	420	0.3982815425732861	0.03444385332631418	0.42322639504345716	0.17587530831588083	2894994	5.197397862389717	0.03	0.03	16	18	1.0	0.0
619.4705972671509	430	0.3972362038952326	0.024357019542156848	0.4219286021325388	0.2683306200160587	2964855	6.270519249852999	0.03	0.03	16	18	1.0	-0.0010453386780534535
633.7836947441101	440	0.39773168355524147	0.03346192689085696	0.424174975240021	0.13788559391923627	3034166	6.789722765735286	0.03	0.03	16	18	1.0	-0.0005498590180446072
