Iteration	PolicyLoss	ValueLoss	Entropy	MeanReward	BestMeanReward
10	-0.33270958065986633	0.00023317620798479766	1.421160340309143	-0.03070334	-0.03070334
20	-0.1350061595439911	5.438417792902328e-05	1.4210139513015747	0.023699826	0.023699826
30	-0.053780436515808105	3.4250922908540815e-05	1.420170783996582	-0.033646483	0.023699826
40	-0.3799276351928711	4.4886932300869375e-05	1.413948893547058	0.023522697	0.023699826
50	-0.1108102798461914	9.194591257255524e-06	1.415940523147583	-0.0152207855	0.023699826
60	-0.15535931289196014	1.3940641110821161e-05	1.4145569801330566	0.004759252	0.023699826
70	-0.11076407134532928	1.9186345525668003e-05	1.41129732131958	0.029721398	0.029721398
80	-0.871032178401947	4.6958026359789073e-05	1.411030650138855	0.036798418	0.036798418
90	-0.06440126150846481	2.7416359444032423e-05	1.4077751636505127	-0.093317986	0.036798418
100	0.07009053975343704	7.188044826023088e-09	1.4023674726486206	0.041528482	0.041528482
110	-0.17547999322414398	4.2533923988230526e-05	1.3997187614440918	-0.002879051	0.041528482
120	-0.2054031938314438	2.4300234144902788e-05	1.39556884765625	0.0061695823	0.041528482
130	-0.17410501837730408	4.990248999092728e-05	1.3941417932510376	-0.010868257	0.041528482
140	0.19546493887901306	2.6011835871031508e-05	1.3922722339630127	0.033004045	0.041528482
150	-0.13735900819301605	5.5851065553724766e-05	1.3906868696212769	0.042609047	0.042609047
160	-0.09469546377658844	1.6556383343413472e-05	1.390362024307251	0.04055176	0.042609047
170	0.00899712648242712	3.293773261248134e-05	1.3903316259384155	0.037762355	0.042609047
180	-0.11982841789722443	3.547297455952503e-05	1.3903536796569824	0.016894054	0.042609047
190	-0.01435592770576477	4.788058140547946e-05	1.3913534879684448	0.004318343	0.042609047
200	-0.02997351810336113	6.860162829980254e-05	1.3842655420303345	-0.07380356	0.042609047
210	-0.441525936126709	2.1760830350103788e-05	1.3759187459945679	-0.045668606	0.042609047
220	-0.08177187293767929	1.9192424588254653e-05	1.3700555562973022	-0.0024950767	0.042609047
230	-0.008969933725893497	1.653992512729019e-05	1.360917329788208	-0.11380354	0.042609047
240	-0.149800106883049	1.3415435205388349e-05	1.3609509468078613	-0.007174	0.042609047
250	0.3299751579761505	1.2157868695794605e-05	1.3566769361495972	0.010068836	0.042609047
260	0.003064132994040847	6.29102396487724e-06	1.352753758430481	-0.06644401	0.042609047
270	-0.13282158970832825	1.1184597497049253e-05	1.3511087894439697	0.017936008	0.042609047
280	-0.07804524153470993	1.6105143004097044e-05	1.3546315431594849	0.022358006	0.042609047
290	-0.13281424343585968	3.575593655114062e-05	1.3562952280044556	0.011624033	0.042609047
300	-0.1364896148443222	2.463714190525934e-05	1.3561861515045166	0.01234241	0.042609047
310	-0.16322746872901917	2.9052634999970905e-06	1.359148621559143	0.010205289	0.042609047
320	-0.10991425812244415	1.462123964302009e-05	1.3579479455947876	0.0017156374	0.042609047
330	-0.0785498395562172	1.4073317288421094e-05	1.356464147567749	0.00954465	0.042609047
340	-0.29820215702056885	4.652167717722477e-06	1.3566807508468628	-0.009740032	0.042609047
350	-0.16023634374141693	1.532049100205768e-05	1.3590673208236694	-0.00902116	0.042609047
360	-0.1971193104982376	3.4420107112964615e-05	1.3525837659835815	-0.08242498	0.042609047
370	-0.16732703149318695	1.0967350135615561e-05	1.3511296510696411	-0.08691637	0.042609047
380	0.4820091724395752	3.4973950278072152e-06	1.3392261266708374	-0.13262992	0.042609047
390	-0.16080431640148163	1.2655008504225407e-05	1.3283668756484985	0.0027712868	0.042609047
400	-0.16384854912757874	1.2644681191886775e-05	1.3241121768951416	0.013235939	0.042609047
410	-0.1508757472038269	8.023654118005652e-06	1.3228322267532349	0.01506882	0.042609047
420	-0.08687245100736618	3.3140535379061475e-05	1.3203177452087402	0.012840775	0.042609047
430	-0.12981605529785156	4.294040991226211e-05	1.3180785179138184	0.0020350735	0.042609047
440	-0.2222805619239807	4.5922552089905366e-05	1.314082384109497	0.016284527	0.042609047
450	-0.007418510504066944	1.329696374341438e-06	1.3094418048858643	-0.018415121	0.042609047
460	-0.13995471596717834	7.565360647276975e-06	1.307708978652954	0.01745537	0.042609047
470	-0.008657604455947876	0.00010622171248542145	1.3061844110488892	-0.011382602	0.042609047
480	-0.07219818234443665	6.509382365038618e-05	1.3090698719024658	0.013037771	0.042609047
490	0.4880477488040924	0.00011439865920692682	1.3095598220825195	0.008700497	0.042609047
500	-0.14167939126491547	5.967548531771172e-06	1.304085612297058	-0.06737829	0.042609047
510	-0.08733423054218292	3.855710383504629e-05	1.3048259019851685	-0.09584153	0.042609047
520	-0.12883517146110535	1.927774428622797e-05	1.295501708984375	-0.09723545	0.042609047
530	-0.15013819932937622	5.676527962350519e-06	1.2917437553405762	0.011966462	0.042609047
540	-0.13224996626377106	6.642406333412509e-06	1.2923060655593872	-0.067536674	0.042609047
550	-0.15472343564033508	9.176620551443193e-06	1.29196298122406	-0.07541323	0.042609047
560	-0.19634371995925903	2.3079597667674534e-05	1.2910734415054321	-0.038774814	0.042609047
570	-0.08302191644906998	1.3723239135288168e-05	1.2898813486099243	0.019811286	0.042609047
580	-0.13215625286102295	1.2389673429424874e-05	1.2904052734375	-0.076246545	0.042609047
590	-0.11813750118017197	2.4454395315842703e-05	1.2848589420318604	-0.0697024	0.042609047
600	-0.2868579626083374	8.899998647393659e-05	1.2752585411071777	0.023041572	0.042609047
610	-0.18467070162296295	3.12294541799929e-05	1.2735675573349	0.0595359	0.0595359
620	-0.05498034134507179	2.901561492762994e-05	1.2743443250656128	0.017830968	0.0595359
630	0.6289371252059937	4.807856021216139e-05	1.2686176300048828	0.0051324246	0.0595359
640	-0.10911476612091064	2.4231023417087272e-05	1.270172119140625	0.006245874	0.0595359
