Iteration	Time	Timesteps	MeanReward	StdReward	MaxReward	MinReward	PolicyLoss	Q1Loss	Q2Loss	AlphaLoss	Alpha
120	6899.049219608307	3499144	-0.3121157005429268	0.29088684548777904	-0.034446001052856445	-0.7190847396850586	-100.60008239746094	0.3209082782268524	0.4023917615413666	0	0.2
130	6999.281398296356	3788595	-0.28939548349007965	0.22470928570420037	-0.007571439724415541	-0.5745121240615845	-106.44550323486328	40.37034606933594	39.888790130615234	0	0.2
140	7099.499920129776	4079566	-0.312062905728817	0.2615155568848605	0.007361322641372681	-0.6410151720046997	-111.92479705810547	2.2523441314697266	1.593868613243103	0	0.2
150	7197.809085845947	4366102	-0.3492969572544098	0.3015995173599616	0.10757260024547577	-0.701261579990387	-116.92561340332031	25.702510833740234	18.623083114624023	0	0.2
160	7295.028116941452	4645517	-0.22873733676970004	0.2120755876109147	-0.016752341762185097	-0.5835762023925781	-121.96504211425781	1.0426301956176758	1.631049394607544	0	0.2
170	7396.599462985992	4940071	-0.350314269028604	0.30088322780462323	0.008344992995262146	-0.6790436506271362	-126.363525390625	62.62560272216797	56.47774124145508	0	0.2
180	7495.886053323746	5226218	-0.2613547548651695	0.3106899773125817	0.022239916026592255	-0.7347128987312317	-131.21937561035156	0.2850627601146698	0.4762435257434845	0	0.2
190	7596.051690340042	5518553	-0.2763441696763039	0.21849307605108542	-0.06157255172729492	-0.6084257364273071	-134.84356689453125	44.68550109863281	47.17820358276367	0	0.2
200	7692.565711975098	5795742	-0.27207486908882855	0.2622049083813652	-0.012008204124867916	-0.6877489686012268	-139.45811462402344	0.48717984557151794	0.9976442456245422	0	0.2
210	7794.34365940094	6093913	-0.29224188104271887	0.33070679911729123	0.04327625408768654	-0.7672576904296875	-143.0762481689453	2.220322370529175	4.83126163482666	0	0.2
220	7892.96261382103	6384282	-0.06749703250825405	0.031731907840790545	-0.01261177845299244	-0.10704825073480606	-146.78839111328125	7.922779560089111	8.261926651000977	0	0.2
230	7991.929232120514	6671846	-0.22730850484222173	0.27520556051799255	0.0028107352554798126	-0.5972557067871094	-150.24391174316406	61.65612030029297	56.974090576171875	0	0.2
240	8091.502535104752	6960511	-0.07710659615695477	0.19760208316252922	0.09423796087503433	-0.453876793384552	-154.04966735839844	1.2352677583694458	1.8756686449050903	0	0.2
250	8192.79459810257	7256960	-0.30997057557106017	0.24605758111222545	0.032165974378585815	-0.716730535030365	-156.8722381591797	5.204895496368408	3.980436325073242	0	0.2
260	8290.893067598343	7541941	-0.17009062925353646	0.2047078789787575	0.008951040916144848	-0.5123709440231323	-160.3236541748047	35.0963020324707	21.645883560180664	0	0.2
270	8388.897407770157	7829058	-0.38590579107403755	0.25576848866250795	-0.041465092450380325	-0.6400473117828369	-163.42140197753906	25.99398422241211	23.24868392944336	0	0.2
280	8488.836760520935	8119447	-0.3081080175936222	0.2488809446616177	-0.021281156688928604	-0.65601646900177	-166.11866760253906	1.937268853187561	3.0347752571105957	0	0.2
290	8586.38129901886	8406349	-0.04945017881691456	0.05146018162226935	0.02676745504140854	-0.13212010264396667	-168.5640869140625	82.63574981689453	80.03966522216797	0	0.2
300	8686.993515253067	8699162	-0.2886791333556175	0.2666049036965485	0.06987642496824265	-0.5987674593925476	-171.39666748046875	0.39124494791030884	0.21285849809646606	0	0.2
310	8785.906508684158	8988814	-0.26297431730199605	0.2616317302719987	0.0008305240189656615	-0.6799013614654541	-173.71005249023438	149.1839141845703	143.47201538085938	0	0.2
320	8883.269745588303	9272357	-0.2639844572171569	0.28462933526313766	0.01540586818009615	-0.7844411134719849	-176.2869873046875	8.965411186218262	6.848260879516602	0	0.2
330	8984.168125629425	9573549	-0.34266626546159384	0.2597526235770785	0.002674251329153776	-0.6145683526992798	-178.49513244628906	0.4171169698238373	1.185770034790039	0	0.2
340	9083.650015592575	9863575	-0.2163826348260045	0.22150517781750007	-0.006370396353304386	-0.6344107985496521	-180.29393005371094	120.10263061523438	122.92066955566406	0	0.2
350	9182.521831989288	10152122	-0.15909015983343125	0.2140393869222511	-0.017988380044698715	-0.5824342370033264	-182.59461975097656	73.87256622314453	62.9086799621582	0	0.2
360	9280.408537626266	10435203	-0.3490933385677636	0.3079048674192416	0.003989313263446093	-0.7392020225524902	-184.09910583496094	1.8620764017105103	3.054811716079712	0	0.2
370	9381.420992612839	10732765	-0.3624635860323906	0.23185430091545106	-0.045295171439647675	-0.677990734577179	-185.47715759277344	191.90911865234375	198.06683349609375	0	0.2
380	9481.98608994484	11024860	-0.27449792698025705	0.2757705693835781	0.017352808266878128	-0.6102637648582458	-187.06768798828125	127.47201538085938	121.30039978027344	0	0.2
390	9577.94249367714	11309823	-0.19882472306489946	0.23375497425626557	-0.061272673308849335	-0.6647815108299255	-189.63656616210938	0.22885964810848236	0.5725851655006409	0	0.2
400	9678.877849340439	11604723	-0.2747876923531294	0.27215425497319534	-0.017130156978964806	-0.6493568420410156	-190.81863403320312	58.6622314453125	49.54163360595703	0	0.2
410	9781.595834255219	11912620	-0.28120516091585157	0.2899514003872141	0.038181573152542114	-0.6453564167022705	-192.32919311523438	119.47429656982422	129.088134765625	0	0.2
420	9879.805937290192	12199070	-0.40352190416306255	0.3092447490059309	-0.011834300123155117	-0.7330654859542847	-193.92095947265625	0.3036123216152191	0.7475512027740479	0	0.2
430	9976.994262456894	12479017	-0.19294088147580624	0.23416638924402797	0.07313579320907593	-0.4960170090198517	-194.85829162597656	9.378554344177246	4.861774444580078	0	0.2
440	10075.277476072311	12761712	-0.3492226142436266	0.310884131934604	-0.019644519314169884	-0.8313910961151123	-196.1563262939453	0.29623788595199585	0.35594722628593445	0	0.2
450	10173.640276432037	13052203	-0.24860909646376966	0.2951184736882886	0.0038666599430143833	-0.6283073425292969	-197.10365295410156	49.52361297607422	57.23738479614258	0	0.2
460	10270.627532958984	13332969	-0.2769073560833931	0.24151621642694784	-0.06046643108129501	-0.6485826969146729	-198.37232971191406	127.63599395751953	102.46009063720703	0	0.2
470	10374.565478086472	13645058	-0.3985236078500748	0.2742396609353483	0.06456486880779266	-0.6323801279067993	-199.3348388671875	123.4868392944336	129.50363159179688	0	0.2
480	10470.379383563995	13921052	-0.1295307065360248	0.11778396331245207	0.006037852261215448	-0.31554973125457764	-200.59657287597656	0.43674296140670776	1.276473045349121	0	0.2
490	10567.717314958572	14203564	-0.2963398590683937	0.23899774367824025	-0.00814807042479515	-0.6513476371765137	-201.1195831298828	2.893401861190796	3.2996323108673096	0	0.2
500	10664.98069524765	14480914	-0.40417163223028185	0.28752873820279107	-0.035335443913936615	-0.6746655702590942	-202.0983428955078	2.504038095474243	2.096242904663086	0	0.2
510	10763.576966762543	14769575	-0.19481989033520222	0.21061333252193845	0.014737209305167198	-0.5934953689575195	-203.21665954589844	40.57463073730469	54.743595123291016	0	0.2
520	10861.086411952972	15050854	-0.296079733222723	0.24106907435617608	-0.011778678745031357	-0.682542085647583	-204.54234313964844	142.45208740234375	118.90973663330078	0	0.2
530	10961.740510702133	15348614	-0.24679986089468003	0.2718980014706681	-0.009683098644018173	-0.6741612553596497	-205.08953857421875	3.5814754962921143	1.1103440523147583	0	0.2
540	11059.686599493027	15633572	-0.14700958402827383	0.2203106554655124	0.003965697251260281	-0.5719746351242065	-206.00648498535156	0.31150364875793457	0.3085934519767761	0	0.2
550	11158.919955968857	15926313	-0.3743758425116539	0.2020361679367312	-0.0660366639494896	-0.6412163376808167	-207.04046630859375	1.2225968837738037	0.8604233860969543	0	0.2
560	11258.709193468094	16219741	-0.2723392558284104	0.2785806515112249	-0.0031633772887289524	-0.6931121349334717	-207.55279541015625	3.08493709564209	6.6385393142700195	0	0.2
570	11356.297842025757	16506373	-0.28019389063119887	0.308684386605171	0.07611292600631714	-0.7764307856559753	-208.0346221923828	135.19801330566406	128.6334686279297	0	0.2
580	11454.10017156601	16790288	-0.4099076754879206	0.21539194064603284	0.0008559490088373423	-0.5724384784698486	-208.83148193359375	2.5504720211029053	5.483723163604736	0	0.2
590	11552.468747615814	17075910	-0.25610246490687133	0.25854911477206954	-0.003107338212430477	-0.726805567741394	-209.31143188476562	0.9965956211090088	1.948729157447815	0	0.2
600	11652.322648763657	17368905	-0.26668094024062156	0.3040010550926397	0.04276790842413902	-0.7010151147842407	-209.76759338378906	15.44973087310791	17.738473892211914	0	0.2
610	11748.921483039856	17646774	-0.2409103887155652	0.2742786796537622	0.00851432140916586	-0.737801194190979	-210.5748748779297	4.887791633605957	2.6489248275756836	0	0.2
620	11850.305811166763	17944951	-0.29847741038538517	0.3391972398352046	-0.0019536272156983614	-0.7721738815307617	-211.30767822265625	5.368681907653809	2.0689446926116943	0	0.2
630	11950.211855888367	18239145	-0.18685978129506112	0.3050754643646168	-0.00885622575879097	-0.7963406443595886	-211.55691528320312	15.638254165649414	29.15733528137207	0	0.2
640	12048.640650510788	18525000	-0.34859563000500204	0.28640336544450523	-0.009847113862633705	-0.7974898815155029	-212.50022888183594	0.4602564573287964	0.9345921277999878	0	0.2
650	12146.847165346146	18810832	-0.3318268094211817	0.22540567015323668	0.028139708563685417	-0.5641008615493774	-212.46078491210938	0.239190936088562	0.24028265476226807	0	0.2
660	12246.258795499802	19098402	-0.39818704465287735	0.3225101534960115	0.00017796261818148196	-0.8789612054824829	-212.89013671875	91.2382583618164	121.07843780517578	0	0.2
670	12344.65687251091	19387078	-0.13945216313004494	0.08853926884310973	-0.011674422770738602	-0.2547891438007355	-213.23532104492188	200.6862335205078	189.69442749023438	0	0.2
680	12442.77910208702	19670742	-0.34112880676984786	0.30590758701395454	-0.02362600713968277	-0.7182522416114807	-213.67074584960938	78.50865936279297	73.87068939208984	0	0.2
690	12540.453882932663	19953484	-0.34142203158698975	0.2607284054309733	0.00030717370100319386	-0.6908511519432068	-214.03848266601562	0.17131128907203674	0.12929031252861023	0	0.2
700	12641.61305975914	20245746	-0.452377513051033	0.30985274545572755	0.09582500159740448	-0.7753463983535767	-213.96945190429688	0.23407961428165436	0.4341495633125305	0	0.2
710	12738.545269966125	20522016	-0.39408834762871264	0.21161034438298099	-0.02322138287127018	-0.6265847086906433	-214.87335205078125	1.5245696306228638	1.490403175354004	0	0.2
720	12835.480866193771	20800679	-0.2019990274682641	0.20187380595112253	0.01098462101072073	-0.5250032544136047	-214.89447021484375	20.945404052734375	21.69736671447754	0	0.2
730	12934.738011837006	21091653	-0.29063645713031294	0.2517182363270111	0.030978970229625702	-0.5839616060256958	-215.13601684570312	60.29388427734375	57.26742935180664	0	0.2
740	13031.851964950562	21368653	-0.34821197763085365	0.2109667374936785	-0.04727128520607948	-0.6830868721008301	-215.59445190429688	222.87266540527344	242.29042053222656	0	0.2
750	13132.943339824677	21664539	-0.4461531274020672	0.21338557912600814	-0.044307466596364975	-0.6670296788215637	-215.85243225097656	7.161520481109619	11.646993637084961	0	0.2
760	13229.848488807678	21941790	-0.306837910041213	0.22289087416780914	-0.026007236912846565	-0.49893659353256226	-216.52987670898438	101.75921630859375	67.56256866455078	0	0.2
770	13331.063924789429	22245466	-0.3652534022927284	0.318673748234406	0.013770930469036102	-0.8403574824333191	-216.5550537109375	206.75588989257812	196.47877502441406	0	0.2
780	13429.651467561722	22531187	-0.29851441010832785	0.22121722441408298	0.042512837797403336	-0.6433814167976379	-216.66976928710938	17.314023971557617	28.16657257080078	0	0.2
790	13528.871739387512	22820185	-0.3697979267686605	0.32514194200025676	0.008952232077717781	-0.8259773254394531	-217.1908721923828	15.157916069030762	13.458806991577148	0	0.2
800	13631.216573476791	23125780	-0.4164707887917757	0.307753155985341	-0.020345943048596382	-0.7883200645446777	-217.1168212890625	132.7303924560547	115.44442749023438	0	0.2
810	13728.276061534882	23407738	-0.37855310961604116	0.20611402016833127	-0.02137627825140953	-0.5497361421585083	-217.79034423828125	0.23831188678741455	0.18216580152511597	0	0.2
820	13827.63625907898	23694928	-0.4353004015982151	0.31828502021335664	0.032486122101545334	-0.7403963208198547	-217.9982147216797	0.08015462756156921	0.09163593500852585	0	0.2
830	13926.715062856674	23980236	-0.29460801668465136	0.2599277218572318	0.02630525827407837	-0.5601140260696411	-217.45184326171875	139.933837890625	92.2262954711914	0	0.2
840	14029.041199922562	24281145	-0.23969415426254273	0.235084623093588	0.05727428197860718	-0.6205134987831116	-218.3368682861328	24.944686889648438	21.77340316772461	0	0.2
850	14127.497914552689	24566208	-0.28735831994563343	0.2587882071416254	0.012476838193833828	-0.6154265403747559	-218.5395965576172	0.5433288812637329	0.5637021064758301	0	0.2
860	14228.388442754745	24863703	-0.269351614639163	0.30689211662831606	0.029509978368878365	-0.8451278209686279	-218.36331176757812	2.6580967903137207	2.19895601272583	0	0.2
870	14328.216444969177	25154933	-0.38709906339645384	0.3027584084593332	-0.028518542647361755	-0.7974674701690674	-218.80763244628906	1.2873427867889404	0.7274042963981628	0	0.2
880	14429.081258296967	25448660	-0.2740857407450676	0.29273339936131243	-0.018152408301830292	-0.6823306083679199	-218.7321319580078	117.47010803222656	126.45861053466797	0	0.2
890	14525.033465623856	25725579	-0.4215754777193069	0.24158344338932547	-0.042122483253479004	-0.6747720837593079	-219.0281524658203	4.395785331726074	0.8776330351829529	0	0.2
900	14689.929836273193	26011162	-0.2136306520551443	0.23150242107923635	0.034300364553928375	-0.534919798374176	-218.9972686767578	16.658756256103516	16.792579650878906	0	0.2
910	14821.003747463226	26299194	-0.28319718800485133	0.24222612107140934	-0.006746133789420128	-0.6136984825134277	-219.09237670898438	197.3238525390625	195.95846557617188	0	0.2
920	14952.863723516464	26584847	-0.40180158615112305	0.28900836259581386	-0.00918358564376831	-0.7149012684822083	-219.61187744140625	1.7034413814544678	1.7822405099868774	0	0.2
930	15061.223535776138	26873841	-0.0275812953710556	0.06456799254676067	0.04924052953720093	-0.11331957578659058	-219.1637725830078	0.1331828087568283	0.21915097534656525	0	0.2
940	15209.691471099854	27161314	-0.36645010896027086	0.30936909173237487	-0.015007639303803444	-0.8198031187057495	-219.22763061523438	1.7781351804733276	0.5030092000961304	0	0.2
950	15333.710960149765	27461147	-0.2059443935751915	0.20567007684045416	0.011794701218605042	-0.49458104372024536	-219.4641571044922	28.36234474182129	38.40928649902344	0	0.2
960	15449.534013032913	27746967	-0.4312537733465433	0.2226165771259085	-0.00963062234222889	-0.6083121299743652	-219.8881072998047	115.52965545654297	130.43896484375	0	0.2
970	15555.671107530594	28045403	-0.24893284849822522	0.25562881495779377	-0.022383635863661766	-0.7469399571418762	-219.64535522460938	2.5716257095336914	2.8388688564300537	0	0.2
980	15660.993361473083	28340959	-0.4024105153977871	0.24936629720285589	0.0437464602291584	-0.6987862586975098	-219.6036376953125	17.17494010925293	22.23021697998047	0	0.2
990	15765.974255084991	28633100	-0.48413568176329136	0.23777987037841464	-0.030483992770314217	-0.6691082715988159	-220.0233154296875	85.46043395996094	97.34285736083984	0	0.2
1000	15869.393211126328	28921747	-0.20924589931964874	0.2575003105990483	0.05584543198347092	-0.6990463733673096	-219.94741821289062	124.38568878173828	158.80284118652344	0	0.2
